Angular_Width,27.0,36.0,31.0,29.0,35.0,39.0,42.0,47.0,35.0,39.0,30.0,34.0,47.0,32.0,38.0,36.0,41.0,37.0,34.0,50.0,20.0,32.0,28.0,59.0,40.0,45.0,39.0,23.0,23.0,39.0,38.0,35.0
Velocity,1700.0,1323.0,1334.0,602.0,815.0,1081.0,950.0,1450.0,900.0,870.0,1638.0,1200.0,1020.0,830.0,1225.0,680.0,648.0,400.0,1040.0,974.0,341.0,850.0,538.0,1500.0,944.0,1150.0,930.0,685.0,460.0,670.0,680.0,640.0
Observed,2.2430555555555554,1.9215277777777777,1.7048611111111112,3.270138888888889,2.7694444444444444,1.95,2.213888888888889,2.45,3.4923611111111112,2.854861111111111,2.6881944444444446,2.967361111111111,2.1631944444444446,2.770138888888889,2.727777777777778,3.80625,3.1902777777777778,4.250694444444444,2.9868055555555557,2.5791666666666666,3.9430555555555555,2.792361111111111,4.080555555555556,2.6798611111111112,2.2756944444444445,2.3958333333333335,2.776388888888889,3.9430555555555555,3.926388888888889,4.305555555555555,2.904861111111111,3.920138888888889
Spheroidal,,2.928266996052116,,,2.492824177723378,2.873669468332082,2.488027099519968,2.7687962325289845,,2.130563285201788,,,4.0744117624126375,2.172899210359901,4.109899119473994,,,3.8351973425596952,,3.193588803522289,3.3342478410340846,,0.0,0.0,2.5631289654411376,,,,,3.171008618082851,3.248241233173758,3.0830281684175134
tt_1.0h,,3.5543207693845034,,,2.8601579517126083,3.7252404941245914,3.594267782755196,4.011972913984209,,2.6373780025169253,,,4.679645963013172,2.4638510062359273,4.889321448281407,,,4.3399217035621405,,3.9852312211878598,3.306571734137833,,0.0,0.0,3.254801535513252,,,,,3.90840060217306,3.8852426847442985,3.6814334858208895
tt_2.0h,,3.350086584687233,,,2.7652122052386403,3.4759490797296166,3.190951491240412,3.5967132709920406,,2.4135955525562167,,,4.554057459812611,2.3605848820880055,4.677691338118166,,,4.241081214509904,,3.8265682701021433,3.3005080930888653,,0.0,0.0,3.0935297305695713,,,,,3.7058079498820007,3.732357993721962,3.5171726597473025
tt_3.0h,,3.184409686829895,,,2.664348586462438,3.288382915314287,2.9677360695786774,3.3106247200630605,,2.3387751476839185,,,4.459950901567936,2.290517690591514,4.445764163509011,,,4.152770785149187,,3.7404256616719067,3.298088551964611,,0.0,0.0,2.9462340213358402,,,,,3.576122896745801,3.627251098398119,3.417894638609141
tt_4.0h,,3.0118502117693424,,,2.613331481348723,3.122003750409931,2.8142821192741394,3.0819778530858457,,2.2547807721421123,,,4.381311220582575,2.2461832487024367,4.325285093858838,,,4.10146573651582,,3.6308210399001837,3.3103292672894895,,0.0,0.0,2.838265043217689,,,,,3.4910413809120655,3.529854712076485,3.33042255602777
tt_5.0h,,2.9101028526201844,,,2.5525075839832425,2.9980438640341163,2.688468009699136,2.9222960099577904,,2.2122889505699277,,,4.311196107883006,2.194769324734807,4.169018424116075,,,4.05482380464673,,3.5471350885927677,3.3106002411805093,,0.0,0.0,2.7314213044010103,,,,,3.4119353513233364,3.4739461801946163,3.2702187411487103
tt_6.0h,,2.8072411459870636,,,2.5323270368389785,2.8815440288744867,2.599494789261371,2.7921380745247006,,2.178319104015827,,,4.219077978283167,2.172623331658542,4.080448660533875,,,4.009024708997458,,3.4703696058131754,3.3091568499803543,,0.0,0.0,2.645673385821283,,,,,3.3469170830212533,3.416388886515051,3.2116744141094387
